fecha_hora,energia_kwh,demanda_kw,temperatura_c,ocupacion,tipo_dia,estado_hvac
2026-04-05 04:00:00,8.780409029313518,8.576053532265664,16.09890870494083,2,Fin de semana,Apagado
2026-04-05 05:00:00,8.069126789348841,7.273722253497041,17.985142804547337,5,Fin de semana,Apagado
2026-04-05 06:00:00,5.179650696409846,5.8579229636600205,18.641427707456906,7,Fin de semana,Apagado
2026-04-05 07:00:00,11.010459822754209,12.360864458887773,17.268254011598874,2,Fin de semana,Apagado
2026-04-05 08:00:00,8.652902985548282,9.362986171922264,20.54832605627996,1,Fin de semana,Apagado
2026-04-05 09:00:00,8.697026293315208,8.189774574836363,20.316633275377804,7,Fin de semana,Apagado
2026-04-05 10:00:00,4.823344146322016,5.206681448298304,23.747341568388684,0,Fin de semana,Apagado
2026-04-05 11:00:00,8.10222347701727,7.546054761985658,23.18821278044502,5,Fin de semana,Apagado
2026-04-05 12:00:00,10.25024741659574,9.86287175803052,25.889703184338472,6,Fin de semana,Apagado
2026-04-05 13:00:00,6.660966713298212,6.035000647850174,23.914349463674544,4,Fin de semana,Apagado
2026-04-05 14:00:00,7.033758280503958,6.708789738123219,24.518122665331337,4,Fin de semana,Apagado
2026-04-05 15:00:00,6.863450833660913,7.699332369384703,25.35977002272388,3,Fin de semana,Apagado
2026-04-05 16:00:00,9.451660375150036,10.270943757726972,26.13084126415372,7,Fin de semana,Apagado
2026-04-05 17:00:00,7.386408363902414,7.897858078353876,25.143160601490642,5,Fin de semana,Apagado
2026-04-05 18:00:00,6.073958846576431,6.380339082672453,22.348198392273115,4,Fin de semana,Apagado
2026-04-05 19:00:00,4.0928009717768,3.9070668009104144,23.21948084193772,1,Fin de semana,Apagado
2026-04-05 20:00:00,3.8116110904212643,3.5130782144009065,22.061969866658757,7,Fin de semana,Apagado
2026-04-05 21:00:00,8.961377659632282,8.632946748565624,20.48511768773281,6,Fin de semana,Apagado
2026-04-05 22:00:00,10.247185005019025,11.4222922631525,19.186997468119085,2,Fin de semana,Apagado
2026-04-05 23:00:00,8.503426571316641,8.751035348841503,21.097092687218375,5,Fin de semana,Apagado
2026-04-06 00:00:00,10.716520291536677,9.83330621077877,17.703109097619933,4,Laboral,Apagado
2026-04-06 01:00:00,7.465706395826188,7.2491342078778915,16.520791220308876,2,Laboral,Apagado
2026-04-06 02:00:00,7.816552655978855,7.916538789419244,17.900832094218654,2,Laboral,Apagado
2026-04-06 03:00:00,8.772878794175545,8.281690047713568,17.156747572714703,1,Laboral,Apagado
2026-04-06 04:00:00,8.385974745287974,7.771856462400669,17.045320055276623,7,Laboral,Apagado
2026-04-06 05:00:00,10.689716484652863,10.929112654723872,18.473460558122838,2,Laboral,Apagado
2026-04-06 06:00:00,5.543977299207885,6.203339208613946,18.75792337432503,6,Laboral,Apagado
2026-04-06 07:00:00,21.2540212509931,20.358325124915165,19.434628001141313,148,Laboral,Encendido
2026-04-06 08:00:00,11.070729115465143,11.166445343949015,21.121764400859607,51,Laboral,Encendido
2026-04-06 09:00:00,16.12509410560993,17.729176188373014,21.34036370860175,117,Laboral,Encendido
2026-04-06 10:00:00,13.927440141413912,14.502777190288516,21.294969841501516,61,Laboral,Encendido
2026-04-06 11:00:00,6.23165972405843,6.591580840905938,22.565261325896333,34,Laboral,Encendido
2026-04-06 12:00:00,15.993192436338692,17.25236022222577,23.203260322381016,72,Laboral,Encendido
2026-04-06 13:00:00,22.008720671165364,24.288497537342987,24.715768083509673,125,Laboral,Encendido
2026-04-06 14:00:00,16.900906999505487,15.436551069888838,23.570121432055426,94,Laboral,Encendido
2026-04-06 15:00:00,13.85936500574893,14.451358661215327,22.801088839925708,48,Laboral,Encendido
2026-04-06 16:00:00,26.689177866791525,24.59990307817391,24.96948921467435,145,Laboral,Encendido
2026-04-06 17:00:00,18.942026943780146,17.804948760037316,22.86027695519092,128,Laboral,Encendido
2026-04-06 18:00:00,18.108059471742234,16.53034203710673,21.48605340649204,112,Laboral,Encendido
2026-04-06 19:00:00,18.98007854210629,17.912750863092484,23.447996940580026,117,Laboral,Encendido
2026-04-06 20:00:00,7.407032693500069,8.28393646477333,21.182012345061835,0,Laboral,Apagado
2026-04-06 21:00:00,5.401056708983477,5.089478291410874,21.59535050668689,0,Laboral,Apagado
2026-04-06 22:00:00,6.070094852362301,5.495818362403239,19.32769931728035,2,Laboral,Apagado
2026-04-06 23:00:00,9.018051075821518,8.689234940136904,17.653645134153304,1,Laboral,Apagado
2026-04-07 00:00:00,7.5403081376961945,8.236461143938397,16.67935185862659,3,Laboral,Apagado
2026-04-07 01:00:00,10.425386563905642,10.763824607399307,16.917985717617793,7,Laboral,Apagado
2026-04-07 02:00:00,9.77712485116491,10.130134674018556,16.808237327348788,2,Laboral,Apagado
2026-04-07 03:00:00,8.119324837878809,8.648053166344619,16.01184789918057,5,Laboral,Apagado
2026-04-07 04:00:00,8.825764685782707,8.634311650197969,16.798967199467622,0,Laboral,Apagado
2026-04-07 05:00:00,8.739705156342593,9.590656885369134,15.692575629407276,0,Laboral,Apagado
2026-04-07 06:00:00,8.021569476384368,8.208449973912064,18.18895960922534,7,Laboral,Apagado
2026-04-07 07:00:00,27.380091771531447,26.753992432187115,16.847621509839545,150,Laboral,Encendido
2026-04-07 08:00:00,22.062365671283203,21.302066327898093,19.73209623924484,148,Laboral,Encendido
2026-04-07 09:00:00,15.775813644424977,18.074433489593755,21.83675293173549,100,Laboral,Encendido
2026-04-07 10:00:00,,15.527397648735723,23.34560274310387,111,Laboral,Encendido
2026-04-07 11:00:00,13.856263012802684,14.396538574253785,25.05725629624291,36,Laboral,Encendido
2026-04-07 12:00:00,14.433303445902434,14.842112160336228,21.96088194852776,120,Laboral,Encendido
2026-04-07 13:00:00,11.536558825550118,12.13416836099449,25.374571855803136,26,Laboral,Encendido
2026-04-07 14:00:00,25.787262525525513,23.364855854787407,26.31124193809529,133,Laboral,Encendido
2026-04-07 15:00:00,16.505472010478517,15.199073812706853,26.17666838180556,28,Laboral,Encendido
2026-04-07 16:00:00,11.993231862814492,12.737632544167086,23.748514727028788,51,Laboral,Encendido
2026-04-07 17:00:00,14.825642314337507,15.836873166736494,24.95825781247693,85,Laboral,Encendido
2026-04-07 18:00:00,19.917979959367933,22.354510238826546,26.060493931418765,95,Laboral,Encendido
2026-04-07 19:00:00,9.853808583588103,10.385566371437998,21.203271629172086,39,Laboral,Encendido
2026-04-07 20:00:00,7.027591989688606,7.6294378511082535,22.606881420718786,0,Laboral,Apagado
2026-04-07 21:00:00,4.3429377961043,4.522470198480626,22.334748582790898,5,Laboral,Apagado
2026-04-07 22:00:00,9.303336053532078,9.307333486693599,19.128814600799593,0,Laboral,Apagado
2026-04-07 23:00:00,10.126247437871832,10.269022959719333,19.699564363943146,3,Laboral,Apagado
2026-04-08 00:00:00,5.912878751498994,6.731445303499964,16.886501865659962,4,Laboral,Apagado
2026-04-08 01:00:00,7.433550770214907,8.423240703537818,16.56124808714416,6,Laboral,Apagado
2026-04-08 02:00:00,7.275652760934015,8.154360135202412,16.15580039864911,1,Laboral,Apagado
2026-04-08 03:00:00,9.881967797842696,10.309258374528426,17.230769238582702,6,Laboral,Apagado
2026-04-08 04:00:00,4.744954482962658,4.524303640065113,17.027119175604405,2,Laboral,Apagado
2026-04-08 05:00:00,8.109966253930898,7.458093379929311,18.680836634128724,3,Laboral,Apagado
2026-04-08 06:00:00,8.04573255762552,9.071346751684539,17.043237938167078,4,Laboral,Apagado
2026-04-08 07:00:00,10.938152041217323,10.125787616277426,18.842469219889,30,Laboral,Encendido
2026-04-08 08:00:00,20.394909242008787,20.168864862941124,21.118015575926123,133,Laboral,Encendido
2026-04-08 09:00:00,16.54285427361951,18.251386569153887,21.672932606681936,150,Laboral,Encendido
2026-04-08 10:00:00,7.597793414736422,7.229938999809672,20.445706577712606,24,Laboral,Encendido
2026-04-08 11:00:00,15.49065632413799,17.029449194204574,23.798244421949253,97,Laboral,Encendido
2026-04-08 12:00:00,18.567317540195415,17.81154888179523,23.254325668980712,108,Laboral,Encendido
2026-04-08 13:00:00,12.835491344441149,14.069689178000408,24.926565460611332,45,Laboral,Encendido
2026-04-08 14:00:00,15.357694706989712,16.553870112183123,25.224519803183764,79,Laboral,Encendido
2026-04-08 15:00:00,19.076570579072985,18.533662878755234,26.463182660762353,79,Laboral,Encendido
2026-04-08 16:00:00,21.683795266458965,21.343822250980644,25.003575232838717,145,Laboral,Encendido
2026-04-08 17:00:00,8.80948441106811,8.727155484874377,22.239534569328505,39,Laboral,Encendido
2026-04-08 18:00:00,10.265660380389786,10.721478625479264,22.18459546197116,49,Laboral,Encendido
2026-04-08 19:00:00,17.96272335292274,20.237691328288605,23.87738526251287,101,Laboral,Encendido
2026-04-08 20:00:00,11.242695452049123,11.653640677023308,21.72529658052495,1,Laboral,Apagado
2026-04-08 21:00:00,4.834757174204131,4.854573409825759,22.365574872112877,5,Laboral,Apagado
2026-04-08 22:00:00,7.358818939732319,7.342337120041404,20.292850401107145,0,Laboral,Apagado
2026-04-08 23:00:00,7.786780182401592,7.349510410853296,18.101121116865368,4,Laboral,Apagado
2026-04-09 00:00:00,6.983469560488114,7.454729210430334,19.470460986921665,3,Laboral,Apagado
2026-04-09 01:00:00,11.482837077575534,11.758079896894342,16.567021167027253,5,Laboral,Apagado
2026-04-09 02:00:00,10.874789544281823,12.220908959633052,14.673134084913313,5,Laboral,Apagado
2026-04-09 03:00:00,9.023121672151937,9.284827331760843,19.47655466127542,7,Laboral,Apagado
2026-04-09 04:00:00,8.517650431638026,9.701063276841566,14.84339804169709,4,Laboral,Apagado
2026-04-09 05:00:00,6.389875219323983,6.454127273558595,18.29959381563743,3,Laboral,Apagado
2026-04-09 06:00:00,7.880114702355534,8.10781220986615,19.298194998004217,1,Laboral,Apagado
2026-04-09 07:00:00,13.134083469788038,12.4195791773378,19.17647903572191,48,Laboral,Encendido
2026-04-09 08:00:00,13.0732926113381,14.34537134359159,17.944647607224212,38,Laboral,Encendido
2026-04-09 09:00:00,15.501480582600262,14.062288719839145,22.218017922553067,87,Laboral,Encendido
2026-04-09 10:00:00,11.413010873835647,10.782817779011674,20.305423720443926,61,Laboral,Encendido
2026-04-09 11:00:00,11.355164597982192,11.114352612067103,21.38764572213144,64,Laboral,Encendido
2026-04-09 12:00:00,15.300519317466525,16.980509844147978,23.394425149548233,68,Laboral,Encendido
2026-04-09 13:00:00,13.885512268240047,14.618444108271296,25.41030710407815,45,Laboral,Encendido
2026-04-09 14:00:00,21.869145778141718,21.36183785560496,25.223839992033227,121,Laboral,Encendido
2026-04-09 15:00:00,20.861551123943666,23.54724452975105,25.97292194294502,131,Laboral,Encendido
2026-04-09 16:00:00,17.986464913763555,19.92685541303902,24.331330708499824,88,Laboral,Encendido
2026-04-09 17:00:00,15.095022249933603,13.702192124164437,24.2574816712706,85,Laboral,Encendido
2026-04-09 18:00:00,12.697654723390704,12.196557436004841,22.463862978947954,39,Laboral,Encendido
2026-04-09 19:00:00,10.95655057337013,11.770698084599779,22.61976145613279,29,Laboral,Encendido
2026-04-09 20:00:00,7.815971830770767,8.735066924924231,22.74702996258196,5,Laboral,Apagado
2026-04-09 21:00:00,9.52977058099517,10.344960768656485,20.640206335229855,0,Laboral,Apagado
2026-04-09 22:00:00,8.069646689245225,9.04572713748748,20.535275285367455,7,Laboral,Apagado
2026-04-09 23:00:00,7.163217830888257,6.672138283520558,18.312070898140576,7,Laboral,Apagado
2026-04-10 00:00:00,11.240938122203705,10.139312270094287,17.460702963906108,5,Laboral,Apagado
2026-04-10 01:00:00,8.845824536361159,8.936886979224997,17.582900764535346,3,Laboral,Apagado
2026-04-10 02:00:00,10.678821702940182,9.780731885028674,16.90243889147378,3,Laboral,Apagado
2026-04-10 03:00:00,8.81161660660164,9.389024397050234,17.71086229112175,7,Laboral,Apagado
2026-04-10 04:00:00,10.498750799988034,11.852408885156155,17.350244984770878,4,Laboral,Apagado
2026-04-10 05:00:00,6.0687909874081125,6.097516851872759,19.624313939333636,5,Laboral,Apagado
2026-04-10 06:00:00,5.83389258526094,6.095445829833005,17.908179469840608,3,Laboral,Apagado
2026-04-10 07:00:00,13.367935911849663,13.326812419891345,18.727296820292437,67,Laboral,Encendido
2026-04-10 08:00:00,19.703680575088647,18.542493173760278,18.716566543047684,94,Laboral,Encendido
2026-04-10 09:00:00,7.7632332592692315,7.215455999383776,21.027333560903024,44,Laboral,Encendido
2026-04-10 10:00:00,14.713348755090637,15.875301964477064,22.85467090681672,119,Laboral,Encendido
2026-04-10 11:00:00,9.151716261241189,10.305547898036387,22.111645230312366,59,Laboral,Encendido
2026-04-10 12:00:00,12.1439323024356,12.037931540591341,23.76882040943464,39,Laboral,Encendido
2026-04-10 13:00:00,22.777198461994324,21.272553104644423,25.32636972735356,134,Laboral,Encendido
2026-04-10 14:00:00,15.350448540086152,16.99815847695874,24.711412326343446,84,Laboral,Encendido
2026-04-10 15:00:00,20.56522633849405,19.856934173950243,24.377035238622128,114,Laboral,Encendido
2026-04-10 16:00:00,15.965010614114949,17.43133681841443,26.03141508609252,52,Laboral,Encendido
2026-04-10 17:00:00,20.56206107121227,21.85909329851547,24.58052509380527,103,Laboral,Encendido
2026-04-10 18:00:00,21.040604459253302,20.567716124305964,24.30430453163765,117,Laboral,Encendido
2026-04-10 19:00:00,14.166346121271534,14.560661754590758,24.405672140252623,72,Laboral,Encendido
2026-04-10 20:00:00,7.272445247045665,7.217356564252712,23.40965528257364,1,Laboral,Apagado
2026-04-10 21:00:00,6.981568422827947,6.502218891479892,20.583354981031174,5,Laboral,Apagado
2026-04-10 22:00:00,8.230165881355397,7.868362661750503,19.334208156222413,1,Laboral,Apagado
2026-04-10 23:00:00,8.033760084645225,8.379000671076351,19.34117071999856,4,Laboral,encendido 
2026-04-11 00:00:00,7.956873199022617,8.712989979532033,18.01222783296725,1,Fin de semana,Apagado
2026-04-11 01:00:00,10.702551127913948,9.876336493897908,15.25606480172343,6,Fin de semana,Apagado
2026-04-11 02:00:00,8.132463072066676,7.723318274903529,18.66673077644279,5,Fin de semana,Apagado
2026-04-11 03:00:00,9.884175069888393,8.924113999500925,17.02323359299911,4,Fin de semana,Apagado
2026-04-11 04:00:00,8.426057924932659,9.65625941615225,18.019950254821886,6,Fin de semana,Apagado
2026-04-11 05:00:00,8.898780164418227,8.245871823719252,16.128398507726043,7,Fin de semana,Apagado
2026-04-11 06:00:00,9.278165091485107,9.231644414748269,19.717417145763882,5,Fin de semana,Apagado
2026-04-11 07:00:00,9.882063187461902,9.03087466407803,18.294084632725234,5,Fin de semana,Apagado
2026-04-11 08:00:00,9.44499570870399,9.68338236379922,19.835523331421925,1,Fin de semana,Apagado
2026-04-11 09:00:00,8.998562549158061,9.52127499874678,19.318290396327146,6,Fin de semana,Apagado
2026-04-11 10:00:00,6.517657646480097,6.719978953813911,21.83493649633218,6,Fin de semana,Apagado
2026-04-11 11:00:00,7.185491732446211,7.684758455442204,22.724235280771072,3,Fin de semana,Apagado
2026-04-11 12:00:00,7.556660400391354,7.208102941549673,23.605994477764128,4,Fin de semana,Apagado
2026-04-11 13:00:00,4.378585147458514,4.941721221127584,24.990307306444738,1,Fin de semana,Apagado
2026-04-11 14:00:00,5.9484981705700255,6.4958959149007445,24.936118322598478,6,Fin de semana,Apagado
2026-04-11 15:00:00,10.911009533496063,10.337170010032548,,3,Fin de semana,Apagado
2026-04-11 16:00:00,7.615162016657973,7.715925626552503,24.301913482374612,6,Fin de semana,Apagado
2026-04-11 17:00:00,1.6611471853308153,1.5033400209547731,23.268882524680517,0,Fin de semana,Apagado
2026-04-11 18:00:00,7.316809731762731,8.101649990668442,23.805499454802117,6,Fin de semana,Apagado
2026-04-11 19:00:00,7.52867910835866,8.46266443929085,23.75404164356454,3,Fin de semana,Apagado
2026-04-11 20:00:00,4.946007061451025,5.099041820402239,23.528846307971474,3,Fin de semana,Apagado
2026-04-11 21:00:00,10.930243825620732,10.818333938701535,21.976705722676726,6,Fin de semana,Apagado
2026-04-11 22:00:00,10.004279776545872,11.00321903824948,17.846195018399925,1,Fin de semana,Apagado
2026-04-11 23:00:00,9.36159178412783,9.254951130514403,19.45247002967226,7,Fin de semana,Apagado
2026-04-12 00:00:00,7.201954583351,6.566028824835634,19.92401900275929,5,Fin de semana,Apagado
2026-04-12 01:00:00,8.936881041426334,9.527726738550095,17.610990024478262,1,Fin de semana,Apagado
2026-04-12 02:00:00,10.546269461659172,10.563277105126591,16.517045694673293,7,Fin de semana,Apagado
2026-04-12 03:00:00,9.198068533270222,10.570975048868032,17.370993023231552,3,Fin de semana,Apagado
2026-04-12 04:00:00,7.192832058749438,7.397415783019383,16.53240631377841,0,Fin de semana,Apagado
2026-04-12 05:00:00,8.143157426587013,7.565087013330994,18.302834183947112,1,Fin de semana,Apagado
2026-04-12 06:00:00,8.184968975391861,8.970439095233454,18.155979509504668,2,Fin de semana,Apagado
2026-04-12 07:00:00,7.591557744292956,8.654301900248612,20.671600155995804,3,Fin de semana,Apagado
2026-04-12 08:00:00,5.05811693229867,4.705253908373618,20.564127117779034,1,Fin de semana,Apagado
2026-04-12 09:00:00,7.653751206006875,7.502330819132556,20.131338376085203,2,Fin de semana,Apagado
2026-04-12 10:00:00,7.207548641686131,7.361154874435009,22.76083372107024,7,Fin de semana,Apagado
2026-04-12 11:00:00,8.14861454797652,8.774176329472564,24.123214040277333,7,Fin de semana,Apagado
2026-04-12 12:00:00,24.666505347957635,26.536435567767928,23.146280098992474,7,Fin de semana,Apagado
2026-04-12 13:00:00,4.442717822382718,4.6917838003587145,23.9531483321436,0,Fin de semana,Apagado
2026-04-12 14:00:00,8.474899049369874,9.457587474713055,22.097483376834827,7,Fin de semana,Apagado
2026-04-12 15:00:00,9.274611342645848,10.054696244331263,26.084087186758524,1,Fin de semana,Apagado
